sku_id,unit_price,date,order_week,weeks_demand,weekly_sales_amount
1764AA,325.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1906CA,1893.75,2019-09-07,2019-09-02/2019-09-08,2.0,3787.5
3038BA,1300.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2953CA,1519.82,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1464AA,842.57,2019-09-07,2019-09-02/2019-09-08,5.0,4212.85
1624AA,722.101,2019-09-07,2019-09-02/2019-09-08,17.0,12275.717
3003AA,13182.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1798AA,375.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2727CA,21.88943,2019-09-07,2019-09-02/2019-09-08,13.0,284.56259
2315BA,14.9222,2019-09-07,2019-09-02/2019-09-08,38.0,567.0436
2139BA,2032.85,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1571AA,320.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2212CA,884.36,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2223AA,918.7,2019-09-07,2019-09-02/2019-09-08,1.0,918.7
2429BA,5.28688,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1956CA,1250.0,2019-09-07,2019-09-02/2019-09-08,4.0,5000.0
2729AA,76.518,2019-09-07,2019-09-02/2019-09-08,46.0,3519.828
2234AA,903.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2359CA,73.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3138CA,376.116,2019-09-07,2019-09-02/2019-09-08,4.0,1504.464
2342CA,2.77685,2019-09-07,2019-09-02/2019-09-08,330.0,916.3605
2293AA,12.73097,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3590BA,115.085,2019-09-07,2019-09-02/2019-09-08,14.0,1611.1899999999998
2661CA,182.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2396CA,0.7646,2019-09-07,2019-09-02/2019-09-08,3755.0,2871.073
3616CA,433.1,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1582CA,550.0,2019-09-07,2019-09-02/2019-09-08,1.0,550.0
3053AA,40.87148,2019-09-07,2019-09-02/2019-09-08,69.0,2820.1321199999998
3025CA,1092.5,2019-09-07,2019-09-02/2019-09-08,1.0,1092.5
2604CA,129.04,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3365CA,13.3248,2019-09-07,2019-09-02/2019-09-08,20.0,266.496
1953AA,947.56,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2337CA,1.72706,2019-09-07,2019-09-02/2019-09-08,80.0,138.1648
1488BA,70.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2621AA,61.78333,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3495CA,39.835,2019-09-07,2019-09-02/2019-09-08,35.0,1394.2250000000001
2498BA,1474.56,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1584BA,425.0,2019-09-07,2019-09-02/2019-09-08,1.0,425.0
1630BA,442.803,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1486CA,190.72,2019-09-07,2019-09-02/2019-09-08,6.0,1144.32
1745BA,175.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1650AA,284.87,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2970CA,512.205,2019-09-07,2019-09-02/2019-09-08,2.0,1024.41
1945AA,965.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3399AA,194.753,2019-09-07,2019-09-02/2019-09-08,3.0,584.259
3075BA,31.0,2019-09-07,2019-09-02/2019-09-08,5.0,155.0
2923CA,20.18857,2019-09-07,2019-09-02/2019-09-08,39.0,787.3542299999999
3143CA,47.764,2019-09-07,2019-09-02/2019-09-08,14.0,668.696
2054CA,904.0,2019-09-07,2019-09-02/2019-09-08,4.0,3616.0
2229CA,751.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1872CA,16000.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3125AA,119.136,2019-09-07,2019-09-02/2019-09-08,5.0,595.68
2524AA,14.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2220BA,752.0,2019-09-07,2019-09-02/2019-09-08,7.0,5264.0
3610AA,156.16,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3044AA,1450.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3027CA,1145.83,2019-09-07,2019-09-02/2019-09-08,1.0,1145.83
3462AA,4.1,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3264CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3180BA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3448CA,6.5255,2019-09-07,2019-09-02/2019-09-08,80.0,522.04
3345AA,31.06467,2019-09-07,2019-09-02/2019-09-08,17.0,528.09939
3576BA,44.79,2019-09-07,2019-09-02/2019-09-08,12.0,537.48
1956AA,573.09,2019-09-07,2019-09-02/2019-09-08,1.0,573.09
2508BA,463.1,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2935BA,23.495,2019-09-07,2019-09-02/2019-09-08,4.0,93.98
3075AA,60.38,2019-09-07,2019-09-02/2019-09-08,3.0,181.14000000000001
2956AA,12.02259,2019-09-07,2019-09-02/2019-09-08,16.0,192.36144
3512AA,0.10295,2019-09-07,2019-09-02/2019-09-08,3180.0,327.381
1688CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1826AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1811CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1374CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1766CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3494AA,3.5,2019-09-07,2019-09-02/2019-09-08,330.0,1155.0
1420CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1488CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1296CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1434BA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1712AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1317BA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1857AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1678CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1325AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1698CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2539AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1672AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1827AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1441AA,190.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2548CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1851CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1947CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1315BA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3126BA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2449CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1830AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1390BA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1326AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1902BA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1468AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2096AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1373BA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2365AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3006CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1308BA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1767CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2143AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1819AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1321BA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1196AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2938CA,29.206,2019-09-07,2019-09-02/2019-09-08,7.0,204.442
2930CA,20.00833,2019-09-07,2019-09-02/2019-09-08,1.0,20.00833
3378CA,1.5,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1514BA,332.8,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3132BA,190.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2471CA,4.77698,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3579CA,86.65,2019-09-07,2019-09-02/2019-09-08,1.0,86.65
1511CA,6.787,2019-09-07,2019-09-02/2019-09-08,50.0,339.35
2977BA,52.8,2019-09-07,2019-09-02/2019-09-08,4.0,211.2
3271CA,34.5,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2498CA,117.17,2019-09-07,2019-09-02/2019-09-08,2.0,234.34
2925CA,48.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1436BA,125.0,2019-09-07,2019-09-02/2019-09-08,2.0,250.0
3423CA,29.555,2019-09-07,2019-09-02/2019-09-08,5.0,147.775
2487BA,14.4,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1716AA,140.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3420AA,17.255,2019-09-07,2019-09-02/2019-09-08,3.0,51.765
1708AA,120.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2488CA,0.95,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1668CA,0.85,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1484BA,0.2,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1491CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2884AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2895CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2982AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
2987AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3274CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3276AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3291CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3296AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3299CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3300CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3312AA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
3332CA,30.0,2019-09-07,2019-09-02/2019-09-08,0.0,0.0
1244AA,60.0,2019-09-14,2019-09-09/2019-09-15,23378.2656108,1402695.936648
1295CA,175000.0,2019-09-14,2019-09-09/2019-09-15,5.760568024,1008099.4042000001
1281BA,139500.0,2019-09-14,2019-09-09/2019-09-15,4.1657959899999994,581128.5406049999
3205AA,76300.0,2019-09-14,2019-09-09/2019-09-15,6.194077853,472608.14018389996
2117BA,2424.0,2019-09-14,2019-09-09/2019-09-15,138.901896236,336698.196476064
1193BA,815.0,2019-09-14,2019-09-09/2019-09-15,212.0,172780.0
1126CA,32.8,2019-09-14,2019-09-09/2019-09-15,26749.0,877367.2
1283CA,98333.33,2019-09-14,2019-09-09/2019-09-15,3.198609754,314529.94848130085
2418CA,5.8,2019-09-14,2019-09-09/2019-09-15,15637.898425,90699.81086499999
1967BA,178.65,2019-09-14,2019-09-09/2019-09-15,710.5,126930.825
2422BA,49.9,2019-09-14,2019-09-09/2019-09-15,5372.1289732000005,268069.23576268
1116CA,32.8,2019-09-14,2019-09-09/2019-09-15,5835.0,191387.99999999997
1077CA,22.9777,2019-09-14,2019-09-09/2019-09-15,8348.0,191817.83959999998
1083AA,29.02,2019-09-14,2019-09-09/2019-09-15,12226.0,354798.52
2565CA,463.03583,2019-09-14,2019-09-09/2019-09-15,567.764736378,262895.4159535184
2573CA,1618.99,2019-09-14,2019-09-09/2019-09-15,86.120696943,139428.54714374756
2473CA,5.95,2019-09-14,2019-09-09/2019-09-15,39504.012611,235048.87503545
1993AA,83.75125,2019-09-14,2019-09-09/2019-09-15,332.0,27805.415
2331CA,210.12419,2019-09-14,2019-09-09/2019-09-15,781.0,164106.99239
3007CA,18832.33,2019-09-14,2019-09-09/2019-09-15,6.483199377,122093.75012345842
3178CA,26000.0,2019-09-14,2019-09-09/2019-09-15,4.032437194,104843.367044
1921AA,50000.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1964BA,99.12769,2019-09-14,2019-09-09/2019-09-15,1240.0,122918.3356
1876AA,22919.0,2019-09-14,2019-09-09/2019-09-15,5.834758379,133726.827288301
1224AA,698.0,2019-09-14,2019-09-09/2019-09-15,50.0,34900.0
2317CA,37.26672,2019-09-14,2019-09-09/2019-09-15,5895.0,219687.3144
3016BA,20005.8,2019-09-14,2019-09-09/2019-09-15,8.026505581,160576.6653523698
3098AA,3862.32,2019-09-14,2019-09-09/2019-09-15,15.877594783,61324.35188227656
2528CA,21.0,2019-09-14,2019-09-09/2019-09-15,7271.26626,152696.59146
2371CA,3.44,2019-09-14,2019-09-09/2019-09-15,43166.221262,148491.80114127998
1970CA,244.928,2019-09-14,2019-09-09/2019-09-15,180.0,44087.04
2016CA,267.32395,2019-09-14,2019-09-09/2019-09-15,1392.0,372114.93840000004
1990AA,545.845,2019-09-14,2019-09-09/2019-09-15,25.0,13646.125
3079BA,134.5,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1234BA,498.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1994AA,450.53667,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2458CA,6.83263,2019-09-14,2019-09-09/2019-09-15,8800.2689897,60128.98190709391
1367CA,22000.0,2019-09-14,2019-09-09/2019-09-15,3.060934619,67340.561618
2564BA,309.205,2019-09-14,2019-09-09/2019-09-15,25.0,7730.125
1255CA,84500.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1206BA,236.62475,2019-09-14,2019-09-09/2019-09-15,624.221342205,147706.21904392258
2501CA,35.12175,2019-09-14,2019-09-09/2019-09-15,1680.0,59004.54
1971AA,321.9469,2019-09-14,2019-09-09/2019-09-15,390.0,125559.29100000001
2847BA,241.79216,2019-09-14,2019-09-09/2019-09-15,623.0,150636.51568
1992AA,586.3916,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2021CA,295.27467,2019-09-14,2019-09-09/2019-09-15,5.0,1476.37335
2391CA,0.75915,2019-09-14,2019-09-09/2019-09-15,72108.5098348,54741.17524108842
2025AA,442.805,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2267CA,1896.44,2019-09-14,2019-09-09/2019-09-15,42.196396496,80022.93417087424
1265CA,103500.0,2019-09-14,2019-09-09/2019-09-15,1.0,103500.0
1009AA,28.76326,2019-09-14,2019-09-09/2019-09-15,420.0,12080.5692
2013AA,143.8402,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1908AA,27809.1,2019-09-14,2019-09-09/2019-09-15,1.0,27809.1
1499CA,6600.0,2019-09-14,2019-09-09/2019-09-15,2.0,13200.0
2670CA,4550.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2044CA,740.82,2019-09-14,2019-09-09/2019-09-15,43.0,31855.260000000002
1385CA,1781.5475,2019-09-14,2019-09-09/2019-09-15,19.0,33849.4025
1801AA,1250.0,2019-09-14,2019-09-09/2019-09-15,22.634006628999998,28292.50828625
1161AA,136.5925,2019-09-14,2019-09-09/2019-09-15,430.0,58734.775
2714CA,49.79846,2019-09-14,2019-09-09/2019-09-15,847.0,42179.29562
1266CA,118900.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3502BA,1234.335,2019-09-14,2019-09-09/2019-09-15,10.0,12343.35
2766AA,363.83238,2019-09-14,2019-09-09/2019-09-15,8.0,2910.65904
2646AA,908.33214,2019-09-14,2019-09-09/2019-09-15,4.0,3633.32856
1163CA,94.66425,2019-09-14,2019-09-09/2019-09-15,405.0,38339.02125
2291AA,18.75596,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3239AA,687.5,2019-09-14,2019-09-09/2019-09-15,27.873318551,19162.9065038125
2326CA,63.5592,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2041CA,648.42,2019-09-14,2019-09-09/2019-09-15,33.0,21397.859999999997
3461CA,30.064,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1145BA,85.30066,2019-09-14,2019-09-09/2019-09-15,586.0,49986.18676
1842BA,6548.29,2019-09-14,2019-09-09/2019-09-15,3.061298395,20046.26966699455
2662CA,2015.43638,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3250CA,34.75342,2019-09-14,2019-09-09/2019-09-15,125.0,4344.1775
1907AA,6617.42,2019-09-14,2019-09-09/2019-09-15,2.0,13234.84
1214CA,317.65903,2019-09-14,2019-09-09/2019-09-15,27.0,8576.79381
2680BA,215.57,2019-09-14,2019-09-09/2019-09-15,1.0,215.57
2515BA,90.0,2019-09-14,2019-09-09/2019-09-15,187.0,16830.0
2988AA,9261.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2640BA,444.45667,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1979AA,278.638,2019-09-14,2019-09-09/2019-09-15,75.0,20897.85
1130AA,17.26609,2019-09-14,2019-09-09/2019-09-15,3206.0,55355.084539999996
3177CA,69.45642,2019-09-14,2019-09-09/2019-09-15,202.5,14064.925049999998
3556AA,1077.43125,2019-09-14,2019-09-09/2019-09-15,4.0,4309.725
2600BA,1467.79,2019-09-14,2019-09-09/2019-09-15,16.0,23484.64
1366BA,16900.0,2019-09-14,2019-09-09/2019-09-15,4.0,67600.0
1586CA,286.571,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2867AA,297.635,2019-09-14,2019-09-09/2019-09-15,130.0,38692.549999999996
1403CA,2550.0,2019-09-14,2019-09-09/2019-09-15,3.214817707,8197.78515285
3570CA,1160.0,2019-09-14,2019-09-09/2019-09-15,8.0,9280.0
2632AA,185.82,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3193AA,1425.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3407CA,1017.592,2019-09-14,2019-09-09/2019-09-15,4.0,4070.368
2348BA,38440.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2484BA,239.67286,2019-09-14,2019-09-09/2019-09-15,28.0,6710.84008
2066AA,1550.95,2019-09-14,2019-09-09/2019-09-15,3.0,4652.85
2672BA,11375.0,2019-09-14,2019-09-09/2019-09-15,16.0,182000.0
1379CA,490.18125,2019-09-14,2019-09-09/2019-09-15,34.0,16666.1625
2513CA,4805.03,2019-09-14,2019-09-09/2019-09-15,2.0,9610.06
1382CA,613.52125,2019-09-14,2019-09-09/2019-09-15,15.0,9202.81875
1741BA,1450.0,2019-09-14,2019-09-09/2019-09-15,10.241636148,14850.372414599999
3551CA,7.06831,2019-09-14,2019-09-09/2019-09-15,753.0,5322.43743
2039CA,449.75,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3084CA,2769.81,2019-09-14,2019-09-09/2019-09-15,1.0,2769.81
1317CA,4908.7,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3249CA,320.0,2019-09-14,2019-09-09/2019-09-15,36.980210991,11833.66751712
2994CA,12977.0,2019-09-14,2019-09-09/2019-09-15,3.0,38931.0
3404CA,396.54,2019-09-14,2019-09-09/2019-09-15,24.0,9516.960000000001
2814BA,50.49535,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3413AA,35.3004,2019-09-14,2019-09-09/2019-09-15,9.0,317.70360000000005
2606AA,2041.52333,2019-09-14,2019-09-09/2019-09-15,6.0,12249.13998
2096BA,1524.57667,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1445BA,1291.865,2019-09-14,2019-09-09/2019-09-15,9.0,11626.785
2212AA,747.405,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1479CA,385.5625,2019-09-14,2019-09-09/2019-09-15,4.0,1542.25
2767AA,147.86565,2019-09-14,2019-09-09/2019-09-15,38.0,5618.8947
1624CA,1531.377,2019-09-14,2019-09-09/2019-09-15,13.0,19907.900999999998
1497CA,16.71828,2019-09-14,2019-09-09/2019-09-15,61.0,1019.81508
2673BA,13.0,2019-09-14,2019-09-09/2019-09-15,913.0,11869.0
2953BA,47.90925,2019-09-14,2019-09-09/2019-09-15,210.0,10060.9425
2785BA,34.48244,2019-09-14,2019-09-09/2019-09-15,271.0,9344.74124
2078CA,1129.24,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1681CA,93.0,2019-09-14,2019-09-09/2019-09-15,160.230397239,14901.426943227001
2173CA,444.94,2019-09-14,2019-09-09/2019-09-15,32.0,14238.08
2200CA,448.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2142CA,2956.0,2019-09-14,2019-09-09/2019-09-15,2.0,5912.0
2236CA,1617.335,2019-09-14,2019-09-09/2019-09-15,50.0,80866.75
1995AA,100.57182,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3120BA,1534.88,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3322AA,28.5,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3160BA,270.909,2019-09-14,2019-09-09/2019-09-15,29.0,7856.361
2840AA,8.61042,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2189CA,299.805,2019-09-14,2019-09-09/2019-09-15,13.0,3897.465
2803BA,42.48576,2019-09-14,2019-09-09/2019-09-15,134.0,5693.09184
2170BA,305.19,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2053BA,1212.86889,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1601AA,918.403,2019-09-14,2019-09-09/2019-09-15,7.0,6428.821
3533CA,0.64377,2019-09-14,2019-09-09/2019-09-15,41170.0,26504.010899999997
1499AA,14.22359,2019-09-14,2019-09-09/2019-09-15,90.0,1280.1231
3161BA,360.0,2019-09-14,2019-09-09/2019-09-15,3.0,1080.0
1330CA,6000.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2265BA,1691.46333,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2115CA,1912.27,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2255CA,1712.565,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2763CA,10.08731,2019-09-14,2019-09-09/2019-09-15,751.0,7575.56981
1695CA,1649.3,2019-09-14,2019-09-09/2019-09-15,16.0,26388.8
2336BA,7.92068,2019-09-14,2019-09-09/2019-09-15,400.31779222,3170.7891304811096
2060AA,1101.15,2019-09-14,2019-09-09/2019-09-15,2.0,2202.3
2483BA,1.875,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1882CA,19950.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2277AA,6.37172,2019-09-14,2019-09-09/2019-09-15,1016.0,6473.66752
2555CA,682.5,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2876CA,427.425,2019-09-14,2019-09-09/2019-09-15,8.0,3419.4
2229AA,1054.24333,2019-09-14,2019-09-09/2019-09-15,2.0,2108.48666
3619CA,0.7455,2019-09-14,2019-09-09/2019-09-15,161.0,120.02550000000001
2227AA,751.635,2019-09-14,2019-09-09/2019-09-15,7.0,5261.445
2054AA,751.83,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2752AA,76.502,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3358BA,1363.64,2019-09-14,2019-09-09/2019-09-15,1.0,1363.64
1764AA,325.0,2019-09-14,2019-09-09/2019-09-15,13.386225919,4350.523423674999
1906CA,1893.75,2019-09-14,2019-09-09/2019-09-15,2.0,3787.5
3038BA,1300.0,2019-09-14,2019-09-09/2019-09-15,1.840537914,2392.6992882
2953CA,1519.82,2019-09-14,2019-09-09/2019-09-15,3.0,4559.46
1464AA,842.57,2019-09-14,2019-09-09/2019-09-15,5.0,4212.85
1624AA,722.101,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3003AA,13182.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1798AA,375.0,2019-09-14,2019-09-09/2019-09-15,18.193818614,6822.68198025
2727CA,21.88943,2019-09-14,2019-09-09/2019-09-15,55.0,1203.91865
2315BA,14.9222,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2139BA,2032.85,2019-09-14,2019-09-09/2019-09-15,4.0,8131.4
1571AA,320.0,2019-09-14,2019-09-09/2019-09-15,13.516135099,4325.16323168
2212CA,884.36,2019-09-14,2019-09-09/2019-09-15,3.0,2653.08
2223AA,918.7,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2429BA,5.28688,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1956CA,1250.0,2019-09-14,2019-09-09/2019-09-15,5.0,6250.0
2729AA,76.518,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2234AA,903.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2359CA,73.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3138CA,376.116,2019-09-14,2019-09-09/2019-09-15,4.0,1504.464
2342CA,2.77685,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2293AA,12.73097,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3590BA,115.085,2019-09-14,2019-09-09/2019-09-15,40.0,4603.4
2661CA,182.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2396CA,0.7646,2019-09-14,2019-09-09/2019-09-15,400.0,305.84
3616CA,433.1,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1582CA,550.0,2019-09-14,2019-09-09/2019-09-15,4.965579514,2731.0687327
3053AA,40.87148,2019-09-14,2019-09-09/2019-09-15,80.0,3269.7183999999997
3025CA,1092.5,2019-09-14,2019-09-09/2019-09-15,3.0,3277.5
2604CA,129.04,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
3365CA,13.3248,2019-09-14,2019-09-09/2019-09-15,14.0,186.5472
1953AA,947.56,2019-09-14,2019-09-09/2019-09-15,1.0,947.56
2337CA,1.72706,2019-09-14,2019-09-09/2019-09-15,1278.0,2207.18268
1488BA,70.0,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2621AA,61.78333,2019-09-14,2019-09-09/2019-09-15,11.0,679.61663
3495CA,39.835,2019-09-14,2019-09-09/2019-09-15,40.0,1593.4
2498BA,1474.56,2019-09-14,2019-09-09/2019-09-15,2.0,2949.12
1584BA,425.0,2019-09-14,2019-09-09/2019-09-15,7.003826733,2976.626361525
1630BA,442.803,2019-09-14,2019-09-09/2019-09-15,1.0,442.803
1486CA,190.72,2019-09-14,2019-09-09/2019-09-15,8.0,1525.76
1745BA,175.0,2019-09-14,2019-09-09/2019-09-15,20.61554322,3607.7200635
1650AA,284.87,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
2970CA,512.205,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
1945AA,965.0,2019-09-14,2019-09-09/2019-09-15,1.0,965.0
3399AA,194.753,2019-09-14,2019-09-09/2019-09-15,19.0,3700.307
3075BA,31.0,2019-09-14,2019-09-09/2019-09-15,63.983064526999996,1983.475000337
2923CA,20.18857,2019-09-14,2019-09-09/2019-09-15,0.0,0.0
